id,item_id,category,item_name,item_condition,price,hot,bid_count,bidder,bid,pic
451,11956120,大家电,"小米（MI） 小米盒子3 高清网络电视机顶盒 4K电视盒子",使用过,369,3875次,13,****容,222.00,http://img14.360buyimg.com/n1/jfs/t2524/42/585510577/64587/9754052e/5656ba65N35681f64.jpg
452,11955712,电脑配件,"英特尔（Intel）酷睿四核 i5-6500 1151接口 盒装CPU处理器",使用过,1499,3287次,11,****抬价员1,1269.00,http://img14.360buyimg.com/n1/jfs/t2251/357/14649241/123400/7cbe9851/55e69d62Nfc2b0056.jpg
453,11955849,生活电器,飞利浦（Philips）蒸汽电熨斗GC1017/68（柠檬黄）,维修过,129,957次,16,****coco,60.00,http://img14.360buyimg.com/n1/jfs/t634/217/683122708/76650/ed48fbc7/547d25e8N78ff5c40.jpg
454,11955851,个护健康,"飞利浦（PHILIPS） PQ189/16 电动剃须刀",维修过,Null,850次,15,****2014,50.00,http://img14.360buyimg.com/n1/g15/M05/02/02/rBEhWlH3fcsIAAAAAAD_QyGrdxgAABigAPW8MsAAP9b983.jpg
455,11955835,手机通讯,"多普达（Dopod）S900c+ 3G手机（黑色）CDMA2000/CDMA 电信定制",使用过,Null,8474次,27,****oxia,403.00,http://img14.360buyimg.com/n1/3678/c2aa9088-b6a5-4840-84ed-3f465db164a8.jpg
456,11955217,钟表,"美度(MIDO)手表 贝伦赛丽系列自动机械情侣表男表M8600.4.18.8",维修过,4199,3095次,48,****族,2251.00,http://img14.360buyimg.com/n1/jfs/t2491/125/1073168023/194689/bcfd14b7/5678b981Na3bca63a.jpg
457,11956173,时尚影音,"Beats Studio Wireless 头戴式耳机 - 金色  录音师蓝牙无线版 Hi-Fi 降噪 带麦",维修过,1998,3275次,26,****航空母舰,1170.00,http://img14.360buyimg.com/n1/jfs/t2239/363/1192104193/256979/90976258/5683af4eN367c12e3.jpg
458,11956334,电脑整机,"泰柏格（Techbag） DSD-105BK 充电背包/电脑包 休闲双肩包 6000mAh电源 时尚防泼水面料 黑色",未使用,Null,3410次,34,****3qgu,77.00,http://img14.360buyimg.com/n1/g15/M09/07/1A/rBEhWlML_GkIAAAAAAFj2rbS28UAAI_PAH6H7kAAWPy837.jpg
459,11955734,电脑整机,"Apple iPad mini 2 平板电脑 7.9英寸（16G WLAN版/A7芯片/Retina显示屏 ME279CH）银色",使用过,1818,6210次,96,****萱,1463.00,http://img14.360buyimg.com/n1/jfs/t1933/115/869118423/122350/f219c475/563308b4Nf819f396.jpg
460,11955714,手机通讯,【赠品】On7原装后壳（玫瑰金）,未使用,Null,1265次,Null,Null,Null,http://img14.360buyimg.com/n1/jfs/t1234/2/140042523/14970/8bb9a83f/550196a9Ndca409b0.jpg
461,11955715,大家电,"安桥（ONKYO）D-NFR9 2.0 高级书架音箱 HIFI音箱 发烧无源音箱 樱桃木色",使用过,3380,1970次,25,****mi48,1705.00,http://img14.360buyimg.com/n1/jfs/t2218/359/1575121348/294999/e24ddf8d/56611577N4c07c867.jpg
462,11955907,电脑整机,"（ 无显示器 ）联想（Lenovo）H3005 台式主机（E1-7010 2G 500G 集显 DVD 百兆网卡",使用过,1799,7871次,16,****子/db,1300.00,http://img14.360buyimg.com/n1/jfs/t2197/20/97395460/107818/3ad0c48c/55ed6de2Ndcc5677f.jpg
463,11955222,钟表,"天梭(TISSOT)手表 库图系列机械情侣表男表T035.407.16.051.00",维修过,3639,2826次,33,****_hao,2503.00,http://img14.360buyimg.com/n1/jfs/t1249/341/988574535/80684/b6cfa976/556438b7N725feaa6.jpg
464,11955135,钟表,"斯沃琪(Swatch)手表 夏日潜水系列石英男女表纯净圆点SUUK107",维修过,499,889次,36,****dx天使,173.00,http://img14.360buyimg.com/n1/jfs/t1678/4/857461538/69821/6a30b08b/55de7cd8N8a0d4e42.jpg
465,11956000,手机配件,小米（MI）移动电源20000mAh,使用过,159,435次,18,****楼上傻X,103.00,http://img14.360buyimg.com/n1/jfs/t2461/346/1526818204/97765/8d5f4efb/56664140Naf327ece.jpg
466,11956382,时尚影音,"苹果（Apple） MD861FE/A iMac/MacBook Thunderbolt 雷电接口数据线/转接器",维修过,278,2049次,5,****b0bc,83.00,http://img14.360buyimg.com/n1/jfs/t547/144/609799913/25988/b3130b47/547592bdN9f6f8adf.jpg
467,11954999,手机通讯,"【新机头】Apple iPhone 6s (A1700) 64G 深空灰色 移动联通电信4G手机",使用过,5588,12015次,51,****器,4872.00,http://img14.360buyimg.com/n1/jfs/t1987/254/132428285/96565/3564669b/55f0e7f0N778cce62.jpg
468,11953195,奢侈品,"Salvatore Ferragamo 菲拉格慕 男士LORIANO系列黑色牛皮皮鞋 0633248 5.5/39.5码 EEE",使用过,Null,6060次,4,****5288,1288.00,http://img14.360buyimg.com/n1/jfs/t2227/45/2085945769/266621/77a272bb/56a07fc0N38cc9b38.jpg
469,11955846,个护健康,"飞利浦（PHILIPS）S5078/04 5000系列剃须刀 干湿两用电动剃须刀",使用过,549,2397次,49,****电器科技,338.00,http://img14.360buyimg.com/n1/jfs/t1540/20/1297970793/64606/6d72e310/55c3170cN4a32b2e8.jpg
470,11956486,五花八门,"大王（GOO.N）维E系列纸尿裤 新生儿NB90片【0-5kg】（日本原装进口）",未使用,99,3143次,12,****6600,61.00,http://img14.360buyimg.com/n1/jfs/t2029/115/273130619/261102/204ef5bb/55fc5312N8adae792.jpg
471,11955703,手机通讯,"【新机头】Apple iPhone 6 (A1586) 16GB 金色 移动联通电信4G手机",使用过,4088,7019次,39,****8kyv,3334.00,http://img14.360buyimg.com/n1/jfs/t277/193/1005339798/768456/29136988/542d0798N19d42ce3.jpg
472,11957267,摄影摄像,"索尼（SONY）HDR-AZ1 佩戴式运动相机/运动摄像机单机",使用过,Null,2288次,19,****帮你抬价,509.00,http://img14.360buyimg.com/n1/jfs/t901/254/1037613769/108451/216b2502/556d683dN8f01a73c.jpg
473,11955088,五花八门,"飞利浦 新安怡（AVENT）温奶器 SCF355/01",维修过,199,1408次,28,****4470,103.00,http://img14.360buyimg.com/n1/g15/M06/0C/1B/rBEhWVMhO-wIAAAAAADQgu5th2oAAJ-KgMNTIcAANCa976.jpg
474,11956163,厨房电器,"飞利浦（Philips）电饭煲电饭锅迷你预约2L HD3060/00",使用过,319,2445次,21,****2997,239.00,http://img14.360buyimg.com/n1/jfs/t289/96/1291853847/90246/a947e043/54363b36N2b252118.jpg
475,11956221,电脑整机,ThinkPad（4X40E50484）T系列电脑包,使用过,299,4422次,29,****2011,69.00,http://img14.360buyimg.com/n1/g16/M00/0B/11/rBEbRVN8lYMIAAAAAAFHKL0v7EIAACP7wPtgCoAAUdA291.jpg
476,11955612,五花八门,奇酷（QIKU）10000mAh移动电源/充电宝PSL-1001银色,使用过,Null,631次,13,****淘,35.00,http://img14.360buyimg.com/n1/jfs/t2251/228/1458574516/87844/5dae858b/56a894e8N9e8c8e10.jpg
477,11955651,手机通讯,奇酷（QiKU）旗舰版辰光银移动联通4G手机双卡双待,使用过,1999,5586次,71,****nd创见,1250.00,http://img14.360buyimg.com/n1/jfs/t2242/270/1787208055/126626/c0b0fc1d/56dce885Na105a88d.jpg
478,11957239,五花八门,"日本花王（Merries）婴儿纸尿裤 小号S82片（4-8kg）（日本原装进口）",未使用,109,2927次,5,****8164,85.00,http://img14.360buyimg.com/n1/jfs/t2452/103/2131037640/325648/f06d8748/569606aaN5c834057.jpg
479,11956484,手机配件,小米（MI）小米蓝牙耳机-白色,使用过,79,1250次,5,****andy,58.00,http://img14.360buyimg.com/n1/jfs/t1786/265/367144037/21277/3c205e1f/55d177fdN3f9a301f.jpg
480,11956596,办公文仪,"惠普（HP）C4908AA 940XL号 超高容品红色墨盒（适用Officejet Pro8000 8500）",未使用,179,3313次,5,****eicn,65.00,http://img14.360buyimg.com/n1/jfs/t235/94/357184447/123993/b307294b/53e9c8c3Ndc21eb9a.jpg
481,11955939,手机通讯,"已激活Apple iPhone 6 (A1586) 16GB 金色 移动联通电信4G手机",维修过,4088,8552次,96,****5727,3166.00,http://img14.360buyimg.com/n1/jfs/t277/193/1005339798/768456/29136988/542d0798N19d42ce3.jpg
482,11955288,外设产品,"罗技（Logitech）G303高性能游戏鼠标 高性能RGB鼠标",维修过,329,5337次,18,****1jdm,185.00,http://img14.360buyimg.com/n1/jfs/t1765/202/482308803/45183/61794659/55d3ef99Nce0e8843.jpg
483,11956308,五花八门,"帮宝适(Pampers) 特级棉柔 婴儿纸尿裤 小号S70片【3-8kg】",未使用,135,3421次,8,****jwww,61.00,http://img14.360buyimg.com/n1/jfs/t2350/231/685448254/113817/9acfddbb/5624a9b0N49a2361e.jpg
484,11956220,时尚影音,"森海塞尔（Sennheiser） Urbanite 小都市人 Denim 头戴式耳机 手机耳机 牛仔蓝 苹果版",使用过,1199,953次,13,****d4b4,540.00,http://img14.360buyimg.com/n1/jfs/t610/147/683492438/84027/741f0edc/547da2eaN3afb0bfe.jpg
485,11956463,个护健康,"飞利浦（PHILIPS） PQ203/18 干电池供电 电动剃须刀",使用过,98,427次,7,****34b0,45.00,http://img14.360buyimg.com/n1/g15/M05/02/11/rBEhWVLXVFUIAAAAAAEUr6z4FnUAAH88QNi2UUAARTH138.jpg
486,11956191,五花八门,"X3 蓝牙音箱",使用过,Null,1498次,4,****wang,17.00,http://img14.360buyimg.com/n1/jfs/t289/64/1303015312/219155/dac87ddc/54365e0eN079846a1.jpg
487,11955927,网络产品,"小米（MI）小米盒子3 高清网络电视机顶盒 4K电视 H.265 标配蓝牙语音体感遥控器 体感游戏 多种投屏协议",使用过,319,6409次,20,****n729,239.00,http://img14.360buyimg.com/n1/jfs/t2422/224/1051479593/105006/df6f82a7/5641ede1Nb80f7fc4.jpg
488,11956049,五花八门,"飞利浦 新安怡（AVENT）单边电动吸乳器（基本系列）SCF902/01",使用过,549,1837次,18,****pe86,251.00,http://img14.360buyimg.com/n1/jfs/t1267/96/919661025/78202/4f0e5a14/5559c123N430a1cb8.jpg
489,11956649,电脑整机,"戴尔（DELL）XPS 8900-R1BN8 台式主机 （i7-6700K 8G 256G SSD GTX 960 2G独显 三年上门 WIFI 蓝牙 Win10)",维修过,9599,11291次,37,****凝,6699.00,http://img14.360buyimg.com/n1/jfs/t2191/235/1436375250/108069/cbf12b9e/56a974b4Na19fab22.jpg
490,11955379,电脑整机,"联想(ThinkServer)TS250(E3-1225v5/4GB DDR4/4x3.5盘位/1TB SATA 7.2K非热插拔/板载RAID121i/DVD/250W单电)",使用过,5699,10065次,15,****b1c0,4103.00,http://img14.360buyimg.com/n1/jfs/t2542/141/1362968705/86263/3dba29e8/56a99c0aN5f21b6ab.jpg
491,11955500,电脑整机,"ThinkPad 原装笔记本电脑双肩背包（0A33911）适合15.6英寸及以下电脑",使用过,99,3582次,18,****co01,50.00,http://img14.360buyimg.com/n1/g15/M07/15/14/rBEhWFKDMaEIAAAAAAGLdoj5sqsAAFbyQPtL2QAAYuO343.jpg
492,11956570,五金家装,"奥普（AUPU）赠品（非奥普产品） 300x300厨卫LED平板灯",使用过,Null,745次,2,****3uwk,16.00,http://img14.360buyimg.com/n1/jfs/t325/200/1411082026/46764/709e7ef2/5438feacNa2c106d6.jpg
493,11954970,手机通讯,"Apple iPhone 6s (A1700) 16G 金色 移动联通电信4G手机",维修过,4788,9612次,25,****b9ba,4001.00,http://img14.360buyimg.com/n1/jfs/t2113/203/128429424/95656/be32c7d2/55f0e7b5Nf1ed773f.jpg
494,11955977,电脑配件,酷冷至尊(CoolerMaster)V750S额定750W电源(80PLUS金牌/全日系电容/静音/主动式PFC/支持背线),维修过,Null,2633次,19,****4131,368.00,http://img14.360buyimg.com/n1/jfs/t712/33/1138230172/119902/18bdee0b/551b6c7cN1f4a2a5b.jpg
495,11955950,电脑整机,"酷比魔方TALK9X 9.7英寸平板电脑（MT8392八核 3G通话 2048*1536AIR视网膜屏 2G/16G）前白后银",维修过,Null,7830次,51,****6778,331.00,http://img14.360buyimg.com/n1/jfs/t253/324/484598174/102042/461e8490/53ec1dbaN91c510f8.jpg
496,11955559,手机通讯,"锤子 坚果 32GB 灰色 移动联通4G手机 双卡双待",使用过,799,5681次,42,****垣,599.00,http://img14.360buyimg.com/n1/jfs/t2578/27/668804842/100133/f561d13c/565eaae9N11d8a228.jpg
497,11955223,钟表,"天梭(TISSOT)手表 力洛克系列机械男表T41.5.423.53",维修过,3589,3398次,45,****果,1933.00,http://img14.360buyimg.com/n1/g13/M00/04/0C/rBEhU1H_hRkIAAAAAAGDyaVidBsAABwJgJnjFsAAYPh539.jpg
498,11953170,手机通讯,"Apple iPhone 6s (A1700) 64G 金色 移动联通电信4G手机",维修过,5588,42710次,15,****文,4800.00,http://img14.360buyimg.com/n1/jfs/t2113/203/128429424/95656/be32c7d2/55f0e7b5Nf1ed773f.jpg
499,11955046,手机通讯,【赠品】SWISSWIN背包,未使用,Null,199次,5,****王,23.00,http://img14.360buyimg.com/n1/jfs/t1234/2/140042523/14970/8bb9a83f/550196a9Ndca409b0.jpg
500,11956080,网络产品,"小米（MI）小米路由器mini 青春版 可以连接微信的路由器 微信互联 授权微信好友登陆wifi",使用过,89,2099次,32,****4kpx,67.00,http://img14.360buyimg.com/n1/jfs/t1774/271/1246887635/22851/c77593f6/55e40e91N7283d44f.jpg
501,11956011,摄影摄像,"三星原装BP210E电池（适用于三星DV F90 H400 H405）",使用过,Null,3827次,Null,Null,Null,http://img14.360buyimg.com/n1/g13/M02/0D/16/rBEhUlJE87QIAAAAAAFqWto0cwwAADkmAP-PWAAAWpy999.jpg
502,11955225,手机通讯,"三星 Galaxy Note4 (N9100) 幻影白 移动联通4G手机 双卡双待",维修过,2599,6687次,77,****棚,1850.00,http://img14.360buyimg.com/n1/jfs/t784/71/771084802/120703/eeb10073/55474dddN714dbe44.jpg
503,11956017,办公打印,"惠普（HP） LaserJet Pro M1136 黑白多功能激光一体机  （打印 复印 扫描）",维修过,1109,3128次,21,****g690,840.00,http://img14.360buyimg.com/n1/jfs/t1456/193/1430412136/77639/fa4e597f/55c7f6a0N42a37ae0.jpg
504,11957126,办公打印,"惠普（HP） LaserJet Pro CP1025 彩色激光打印机",维修过,1759,1654次,34,****bdss,997.00,http://img14.360buyimg.com/n1/jfs/t589/33/718245403/56682/ad7677b0/54812696N823fd1dd.jpg
505,11955884,五花八门,"好女人巧乐自动吸奶器 XN-2207MA/XH",使用过,288,452次,20,****iu12,149.00,http://img14.360buyimg.com/n1/jfs/t1882/267/2741800875/78976/c15c386/56e790e2Nc3993d48.jpg
506,11955266,电脑整机,"ThinkPad 原装笔记本电脑双肩背包（0A33911）适合15.6英寸及以下电脑",未使用,99,3286次,7,****1bmb,99.00,http://img14.360buyimg.com/n1/g15/M07/15/14/rBEhWFKDMaEIAAAAAAGLdoj5sqsAAFbyQPtL2QAAYuO343.jpg
507,11955652,奢侈品,"Salvatore Ferragamo 菲拉格慕 男士NEL系列黑色牛皮皮鞋 0607654 6/40码 EEE",使用过,Null,1860次,15,****姝,1027.00,http://img14.360buyimg.com/n1/jfs/t1543/51/121988675/78620/7161a9d9/555bd7b6N676d49f8.jpg
508,11955471,五花八门,"小天才儿童专用双肩背包  宝贝电脑/早教机专用书包",使用过,Null,2277次,3,****ever,5.00,http://img14.360buyimg.com/n1/g16/M00/01/05/rBEbRlNrIEkIAAAAAAEN92jLK3sAAAOxAPHS6MAAQ4P667.jpg
509,11955656,奢侈品,"GIORGIO ARMANI 阿玛尼 男款深啡色光面透气牛皮配磨砂牛皮平底商务休闲鞋 X2B080 XE424 K086 6.5/40.5码",使用过,1990,3395次,27,****欣,834.00,http://img14.360buyimg.com/n1/jfs/t793/75/151466922/77809/be17a356/55029545Nff13c106.jpg
510,11955888,数码配件,"【无原包装】爱国者（aigo）移动电源 10000毫安充电宝S3便携超薄迷你   LG电芯 红色",维修过,99,3614次,32,****0vji,40.00,http://img14.360buyimg.com/n1/jfs/t1876/91/1066539148/209208/6034dd63/563b1b8fN4c50e93e.jpg
511,11955480,个护健康,"飞利浦（PHILIPS） HX6972/10 声波震动牙刷 充电式",使用过,1099,2156次,8,****已凋谢-,535.00,http://img14.360buyimg.com/n1/g10/M00/19/12/rBEQWVF51tYIAAAAAADCuqg8QJkAAE_kwOsgfcAAMLS803.jpg
512,11955551,电脑配件,"丽台（Qleadtek） GTX770-2048D5-FPAS-1 1059-1111 MHz/7010 MHz 2048MB/256-bit GDDR5",维修过,Null,2421次,22,****bece,1072.00,http://img14.360buyimg.com/n1/g14/M06/16/11/rBEhV1MdYb4IAAAAAAFtEFpz0EgAAJ5PAFQL6IAAW0o553.jpg
513,11955911,五花八门,"小白熊 心悦电动液晶吸奶器 孕妇吸乳器 HL-0882L",使用过,228,1105次,21,****pe86,121.00,http://img14.360buyimg.com/n1/jfs/t2257/285/2537574464/96477/54c7e561/56d92b85N21d14347.jpg
514,11956076,手机通讯,"三星 快速无线充电器（白色）（赠品不得单独销售）",使用过,Null,1127次,5,****y,70.00,http://img14.360buyimg.com/n1/jfs/t2458/80/2475981044/179600/9003dbf7/56d693d6Nfb38bae8.jpg
515,11955635,手机通讯,"摩托罗拉 T6 免执照对讲机",使用过,299,2048次,9,****食品公司,126.00,http://img14.360buyimg.com/n1/jfs/t1396/327/786895194/59314/9a7567e3/55ac6807N71775628.jpg
516,11955769,手机通讯,"魅族 魅蓝note2 16GB 灰色 电信4G手机 双卡双待",使用过,799,5647次,36,****eran,557.00,http://img14.360buyimg.com/n1/jfs/t1513/239/982158059/106043/6204323/55b59394N3185ad26.jpg
517,11955685,电脑整机,"注：无显示器
联想（Lenovo）扬天A6800q-00 台式电脑（i3-4160T 4G 1T SSHD混合硬盘 千兆网卡 WIFI win8.1)",使用过,Null,9795次,112,****c6c3,1572.00,http://img14.360buyimg.com/n1/jfs/t556/125/700547397/100506/a233ced7/547d18dbN8a9ab329.jpg
518,11956952,电脑整机,"仅主机无显示器联想（Lenovo）H3050台式电脑（i3-4170 4G 500G 集显 DVD 千兆网卡 Win10）20英寸",维修过,3399,10828次,98,****d4b4,2047.00,http://img14.360buyimg.com/n1/jfs/t2377/341/270271672/117337/6fbe46b1/55fbe318N994827e8.jpg
519,11956726,电脑整机,"ThinkPad高级办公包（适用于 12.5英寸商务本，TL600）",使用过,199,2444次,7,****5390,47.00,http://img14.360buyimg.com/n1/jfs/t205/290/1188119411/124370/d6f399e9/53a40049Ne6368e39.jpg
520,11956738,五花八门,"贝亲（Pigeon）magmag吸管式宝宝杯 DA75（蓝色）",使用过,39.9,494次,8,****shao,15.00,http://img14.360buyimg.com/n1/g10/M00/0B/1D/rBEQWFFG1hsIAAAAAAD99DnUK5QAACU8wKYyOcAAP4M210.jpg
521,11954549,手机通讯,"Apple iPhone 6s (A1700) 64G 玫瑰金色 移动联通电信4G手机",使用过,5588,12525次,100,****人,4650.00,http://img14.360buyimg.com/n1/jfs/t2461/281/145335373/97081/8af73dbf/55f0e80aN532efcae.jpg
522,11954978,手机通讯,"小米 Note 天然竹 移动联通双4G手机 双卡双待",维修过,1499,5791次,27,****b2c1,955.00,http://img14.360buyimg.com/n1/jfs/t1084/104/993905464/204416/30ef346f/55629b86N0925d2df.jpg
523,11955294,手机通讯,"Apple iPhone 5s (A1530) 16GB 金色 移动联通4G手机",使用过,2398,9919次,73,****xets,1915.00,http://img14.360buyimg.com/n1/jfs/t2365/168/1185439740/249828/68820aeb/564c5465N82d8e969.jpg
524,11956178,五花八门,"小天才儿童专用双肩背包  宝贝电脑/早教机专用书包",使用过,Null,1997次,2,****dllc,6.00,http://img14.360buyimg.com/n1/g16/M00/01/05/rBEbRlNrIEkIAAAAAAEN92jLK3sAAAOxAPHS6MAAQ4P667.jpg
525,11956090,个护健康,"飞利浦（PHILIPS） PQ206/18 电动剃须刀 升级版",使用过,88,570次,20,****8txo,53.00,http://img14.360buyimg.com/n1/g10/M00/16/1F/rBEQWVFw3s8IAAAAAADxNt7-XKwAAEfOQA_oFEAAPFO873.jpg
526,11956162,箱包,"阿迪达斯（Adidas）小肩包 黑色 AJ9943",使用过,98,1000次,17,****请勿再拍,51.00,http://img14.360buyimg.com/n1/jfs/t1939/357/1804219942/111944/24b10815/5684e94eNea4a74bf.jpg
527,11956590,时尚影音,"Apple iPod nano 银色",维修过,1138,1673次,16,****n111,607.00,http://img14.360buyimg.com/n1/jfs/t1399/183/1094646548/74483/93f088a2/55bb2aa0Nce9976ef.jpg
528,11955690,奢侈品,"此商品为奢侈品，无任何附件!7/38
Melissa 梅丽莎 女士ULTRAGIRL SWEET系列粉色鱼嘴平底花朵果冻鞋 31690 01276",维修过,699,1889次,16,****tltp,158.00,http://img14.360buyimg.com/n1/jfs/t2428/143/2263286421/48527/b649d18/56cd5a41N23185470.jpg
529,11955443,电脑整机,"【无原包装】联想（Lenovo）C2030 19.5英寸一体机电脑（赛扬3205U 2G 500G 摄像头 Wifi Win8.1）黑色",维修过,1999,8923次,50,****b1c0,1241.00,http://img14.360buyimg.com/n1/jfs/t1477/123/344530259/127005/6e76a026/55795e6aNf92fe936.jpg
530,11956328,五花八门,"小米（MI）小米智能手环 防水智能腕带睡眠计步器 （全新白色LED提示灯版）",使用过,69,911次,15,****子,44.00,http://img14.360buyimg.com/n1/jfs/t2299/21/364641074/53555/214d0aef/56012bd0Nfb6122e9.jpg
531,11956876,时尚影音,"森海塞尔（Sennheiser） MX80 经典立体声耳机 耳塞",维修过,69,311次,9,****d131,22.00,http://img14.360buyimg.com/n1/jfs/t451/196/684731603/44695/33e5cd18/547d2c61N2fd6f3e3.jpg
532,11957040,时尚影音,"Beats Studio Wireless 头戴式耳机 - 钛金色  录音师蓝牙无线版 Hi-Fi 降噪 带麦",维修过,Null,2642次,24,****d5ca,1167.00,http://img14.360buyimg.com/n1/jfs/t2335/349/1265269792/215399/47a263f2/568cc9ecN6b6f1a4b.jpg
533,11953202,手机通讯,"Apple iPhone 6 (A1586) 16GB 金色 移动联通电信4G手机",维修过,4088,33884次,57,****482e,3304.00,http://img14.360buyimg.com/n1/jfs/t277/193/1005339798/768456/29136988/542d0798N19d42ce3.jpg
534,11954843,手机通讯,"Apple iPhone 6s (A1700) 64G 玫瑰金色 移动联通电信4G手机",维修过,5588,12658次,81,****拍拍66,5016.00,http://img14.360buyimg.com/n1/jfs/t2461/281/145335373/97081/8af73dbf/55f0e80aN532efcae.jpg
535,11955865,五花八门,"【黑色】小米（MI）小米智能手环 光感版 心率手环",使用过,99,1055次,8,****56d4,71.00,http://img14.360buyimg.com/n1/jfs/t2131/35/1058637457/238001/249d2014/5641d81fN083d591a.jpg
536,11956070,外设产品,"罗技（Logitech）G502 炫光自适应游戏鼠标 RGB鼠标",使用过,449,4171次,32,****医学科技,294.00,http://img14.360buyimg.com/n1/jfs/t2503/297/1984445390/108957/1a139d72/568f56f4N51dbec26.jpg
537,11957023,电脑整机,"惠普（HP）251-135cn 台式主机（ i3-4170 4GB DDR3-1600 500GB Win10）",使用过,2599,5563次,39,****--宏碁,1950.00,http://img14.360buyimg.com/n1/jfs/t2491/22/1114017950/245831/d5299f0c/56713674N33eb39dc.jpg
538,11956376,电脑整机,"清华同方（THTF）锋锐V410 14英寸笔记本 (AMD E2-3000M 2G 500G  wifi WIN7 黑色)",维修过,Null,8223次,36,****c0d4,718.00,http://img14.360buyimg.com/n1/jfs/t205/4/1865723508/71924/4db3f448/53bbccd2Nae9564a8.jpg
539,11956298,手机配件,"小米（MI）小钢炮蓝牙音箱 经典款",使用过,129,1239次,13,****楼上傻X,79.00,http://img14.360buyimg.com/n1/jfs/t571/124/934683848/114302/599abd1f/549bcc52Nfd589d99.jpg
540,11956462,手机通讯,"Apple iPhone 5s (A1530) 16GB 深空灰色 移动联通4G手机",维修过,2588,8898次,82,****5727,1799.00,http://img14.360buyimg.com/n1/jfs/t1978/53/991678968/92591/766161a8/56374c5eN27b0afa1.jpg
541,11955519,奢侈品,"Ray-Ban 雷朋 时尚明星亚洲版玳瑁色镜框茶色渐变镜片眼镜太阳镜RB 4187F 856/13 54mm",使用过,686,541次,12,****6666,289.00,http://img14.360buyimg.com/n1/jfs/t820/110/43445973/38270/4ec0f3f5/54f3b4d6Na57b38ec.jpg
542,11954223,手机通讯,"【新机头】Apple iPhone 6s (A1700) 64G 玫瑰金色 移动联通电信4G手机",使用过,5588,11746次,39,****2424,5006.00,http://img14.360buyimg.com/n1/jfs/t2461/281/145335373/97081/8af73dbf/55f0e80aN532efcae.jpg
543,11955668,奢侈品,"GUCCI 古驰 女款亚洲版巧克力色镜框茶色渐变镜片眼镜太阳镜GG 3622/F/S COKHA 61mm",使用过,1380,2235次,22,****二傻二楞,497.00,http://img14.360buyimg.com/n1/jfs/t658/356/804242067/43493/37d29acc/548a4a08N9421c9f7.jpg
544,11956496,外设产品,"罗技（Logitech）无线键鼠套装 MK240（白色）",使用过,119,1959次,10,****yu77,61.00,http://img14.360buyimg.com/n1/jfs/t2182/112/2342220016/240503/d0f8b716/56d6b221N4d6d7916.jpg
545,11956361,时尚影音,"Beats Studio Wireless 头戴式耳机 - 黑色  录音师蓝牙无线版 Hi-Fi 降噪 带麦",使用过,2888,3099次,48,****_554,1202.00,http://img14.360buyimg.com/n1/jfs/t2116/271/2077124499/152358/e8f34665/56988ba7Nf08c4fad.jpg
546,11956447,外设产品,"罗技（Logitech）MK120 键鼠套装 黑色",使用过,79,2396次,24,****YLE',27.00,http://img14.360buyimg.com/n1/g14/M03/19/01/rBEhVVMmwrcIAAAAAAD5Yb3rewEAAKYYAILbo4AAPl5607.jpg
547,11956345,五花八门,"小米（MI）小米智能手环 防水智能腕带睡眠计步器 （全新白色LED提示灯版）",使用过,69,1224次,6,****1031,50.00,http://img14.360buyimg.com/n1/jfs/t2299/21/364641074/53555/214d0aef/56012bd0Nfb6122e9.jpg
548,11953190,电脑整机,"注无显示器,惠普（HP）251-039cn 台式电脑（i3-4170 4G 1T 1G独显 DVD刻录 WiFi 蓝牙 Win8.1）18.5英寸显示器",使用过,3499,50132次,37,****器,2132.00,http://img14.360buyimg.com/n1/jfs/t2170/45/1585291447/428462/6e3eeaf6/56614618N27d565db.jpg
549,11956429,奢侈品,"MontBlanc 万宝龙 男士帆布配皮长款灰色钱包 106730",使用过,2170,1102次,54,****6666,868.00,http://img14.360buyimg.com/n1/jfs/t2470/227/455768542/190483/e0f750fa/560b3eeaN2a74a465.jpg
550,11955956,五花八门,"飞利浦 新安怡（AVENT）单边电动吸乳器（基本系列）SCF902/01",使用过,549,1851次,26,****红123,295.00,http://img14.360buyimg.com/n1/jfs/t1267/96/919661025/78202/4f0e5a14/5559c123N430a1cb8.jpg
551,11957196,手机通讯,"诺基亚(NOKIA) 130 (RM-1122) 黑色 移动联通2G手机 双卡双待",使用过,199,3803次,22,****6ifg,104.00,http://img14.360buyimg.com/n1/jfs/t829/19/724682159/85832/d6383cc9/553f6453N9723d1c7.jpg
552,11956153,时尚影音,"XHS  多功能支架－京东定制猴年限量版（银）",使用过,98,835次,30,****idan,45.00,http://img14.360buyimg.com/n1/jfs/t2179/14/2075570386/196117/a4240b36/56aaff8eN5b166bc7.jpg
553,11956305,五花八门,"摩托罗拉 新一代 Moto 360智能手表 (46毫米高规格不锈钢 Horween真皮 干邑色时尚经典男款)Moto 360二代",使用过,1999,1185次,7,****rgoc,1850.00,http://img14.360buyimg.com/n1/jfs/t1927/88/94156451/108547/abe156a4/55ee35dbN78bbe19c.jpg
554,11954889,电脑整机,"惠普(HP)WASD 暗影精灵 15.6英寸游戏笔记本(i7-6700HQ 8G 1TB+128G SSD GTX950M 4G独显 FHD IPS屏 Win10)",使用过,6599,11125次,22,****b5c1,5451.00,http://img14.360buyimg.com/n1/jfs/t2206/176/710847880/120599/da18619/5624ab58Nf0c72e9e.jpg
